O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
11-9041.00,Architectural and Engineering Managers,1.75,2.0,3.88,2.0,4.25,2.12,0.0,0.0,0.0,0.0,3.62,2.25,3.5,4.12,0.0,0.0,0.0,1.62,4.25,3.88,1.88,4.12,2.88,0.75,4.0,0.0,4.0,4.75,4.75,4.0,3.0,0.0,4.12,0.0,0.0,0.0,3.25,0.0,0.5,4.0,3.88,3.0,0.0,0.0,0.0,2.62,0.75,3.12,4.25,0.5,4.75,4.62,3.88,4.0,4.125,3.935,4.065,0.6200000000000001,0.5,0.5,3.5,4.065,3.185,3.065,2.94,3.565,4.065,3.875,3.5,1.31,2.315,2.56,3.435,1.5,3.06,4.25,0.5,2.685,3.25,3.56,4.0,3.37,3.125,1.815,3.94,2.0,4.0600000000000005,0,0,0,0
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.75,2.5,3.75,2.75,4.38,2.0,0.0,1.0,0.0,1.12,3.25,3.0,3.25,3.88,0.0,1.25,1.12,2.75,4.12,3.88,2.5,3.75,3.0,1.88,3.75,0.0,3.5,4.25,4.25,4.12,3.38,0.0,4.0,1.12,1.25,1.25,3.38,0.0,0.12,3.62,3.38,2.62,0.0,1.25,1.0,3.0,1.62,3.5,3.25,1.0,4.25,4.12,3.5,3.56,3.75,3.315,3.87,1.565,2.185,0.75,3.125,3.75,3.065,1.94,1.94,3.25,3.12,3.565,3.13,2.0,2.315,3.0,3.19,1.69,3.06,3.935,1.5,3.06,2.88,3.0,3.56,3.56,3.5,1.87,3.375,1.81,3.75,0,0,1,1
11-9051.00,Food Service Managers,3.0,2.62,3.0,2.0,3.75,1.62,0.0,1.88,0.75,2.0,3.0,2.88,2.75,3.0,0.0,1.75,0.88,1.75,3.0,3.0,3.0,2.88,2.75,2.0,3.12,0.0,2.88,4.0,4.0,3.0,2.88,0.0,3.88,0.62,0.88,0.38,2.88,0.0,0.25,3.0,3.12,2.25,0.38,2.0,2.0,2.75,2.25,2.0,2.5,1.5,3.75,3.5,3.435,3.69,3.0,3.88,3.685,1.44,1.315,0.5,3.06,3.06,3.12,3.0,3.0,3.88,2.88,3.88,3.31,1.875,2.31,2.435,3.06,1.0,2.69,3.815,1.375,1.12,3.75,3.75,3.94,3.0,3.06,0.75,3.69,1.94,3.06,0,0,1,1
11-9071.00,Gambling Managers,1.0,2.88,3.12,0.88,3.75,1.62,0.0,0.88,0.88,0.0,3.75,1.88,3.25,3.0,0.0,1.38,1.0,2.12,3.75,3.62,1.0,3.0,2.88,0.75,3.25,0.0,3.25,4.0,4.0,2.88,3.0,0.12,4.0,0.5,0.75,0.75,3.5,0.0,0.0,3.75,4.12,3.12,0.5,1.62,0.5,3.25,2.5,2.75,2.12,0.38,3.5,3.38,3.56,3.75,3.435,3.935,4.0,0.5,0.5,0.5,3.56,3.685,3.315,2.685,2.565,4.0,3.12,3.94,3.375,0.94,2.06,2.06,3.56,1.315,2.37,3.69,0.5,1.12,3.75,3.875,3.88,3.06,3.06,1.06,3.75,1.315,3.75,0,0,1,1
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.38,1.88,3.25,1.0,3.75,1.25,0.0,1.25,0.88,1.5,2.88,1.12,2.75,3.25,0.12,1.62,1.38,1.25,3.5,3.38,1.0,2.88,2.38,1.88,3.5,0.25,3.0,3.88,4.0,3.38,2.5,0.38,3.75,0.25,0.38,0.25,3.0,0.25,0.62,3.5,3.25,2.12,0.25,1.38,1.62,2.5,1.88,2.0,2.88,1.5,3.75,3.75,3.5,3.94,3.065,3.815,3.75,0.5,0.5,0.5,3.56,3.56,3.435,2.94,2.75,3.25,2.38,3.5,3.185,1.5,1.69,2.06,3.37,0.875,1.81,3.815,0.5,0.875,3.75,3.75,4.0,2.875,3.12,1.0,3.625,1.19,3.81,0,0,1,1
11-9081.00,Lodging Managers,2.25,2.0,3.0,2.0,3.88,1.88,0.0,1.38,1.0,1.38,3.0,1.88,3.0,3.5,0.75,1.38,1.38,2.12,3.25,3.12,1.75,2.75,2.75,2.0,3.75,0.62,2.75,4.0,4.0,3.62,2.88,0.88,3.75,1.5,1.5,1.62,3.12,0.75,1.62,3.88,4.0,3.0,0.0,1.38,1.25,2.88,2.0,1.88,2.62,1.12,4.0,4.0,3.815,4.0600000000000005,3.5,3.815,3.815,1.065,1.065,0.5,3.75,3.75,3.5,3.19,3.31,4.0,2.75,3.75,3.94,2.06,1.375,2.25,3.875,1.25,2.5,3.88,1.065,0.5,4.12,3.94,4.0,3.06,3.44,1.44,3.815,1.69,3.94,0,0,1,1
11-9111.00,Medical and Health Services Managers,0.5,2.0,3.12,0.25,4.0,1.25,0.0,0.75,0.0,0.0,3.0,0.5,2.88,3.62,0.0,0.0,0.0,2.0,4.0,3.75,0.5,3.62,2.75,0.0,3.88,0.0,3.12,4.88,4.12,3.75,2.62,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,2.5,0.0,0.0,0.0,2.62,1.5,2.12,2.12,0.88,4.38,4.12,3.88,4.0600000000000005,3.75,4.0,4.12,0.5,0.5,0.5,3.88,4.0,3.565,3.435,3.435,4.0600000000000005,2.875,4.0600000000000005,3.69,0.5,3.75,1.94,3.94,1.69,1.87,4.0600000000000005,0.5,2.5,3.75,4.0,4.0600000000000005,3.5,3.815,1.56,4.0,1.12,4.0,0,0,11,11
11-9121.00,Natural Sciences Managers,1.12,2.0,4.0,1.0,5.0,1.62,0.0,0.25,0.12,0.5,3.0,1.75,3.0,4.0,0.38,0.62,0.5,1.75,4.88,4.0,0.62,4.0,2.25,1.0,3.88,0.38,3.88,4.88,5.0,3.88,2.5,0.62,4.12,0.75,1.0,0.75,2.88,0.62,0.88,4.75,3.88,2.25,0.0,0.5,0.5,2.12,1.38,1.88,2.25,0.5,5.0,5.0,4.125,4.375,4.065,3.69,4.19,0.5,0.685,0.5,3.565,3.935,3.69,3.12,2.875,4.12,3.56,4.0600000000000005,3.12,1.75,3.565,2.12,3.5,1.75,2.06,4.5,0.5,4.5,2.94,3.63,4.065,3.565,3.5,2.75,3.62,1.5,4.44,0,0,0,0
11-9121.01,Clinical Research Coordinators,0.0,1.88,3.5,0.0,4.0,0.75,0.0,0.25,0.0,0.12,3.0,1.75,3.0,3.0,0.0,0.0,0.0,1.75,3.88,4.0,0.0,3.0,2.88,0.0,3.62,0.0,3.0,4.38,4.25,3.0,2.88,0.0,4.0,0.0,0.0,0.0,2.88,0.0,0.12,3.75,3.75,3.0,0.0,0.0,0.0,2.88,1.12,2.12,2.88,0.75,4.25,4.0,3.69,4.0,3.62,4.0,3.875,0.5,0.6200000000000001,0.5,3.06,3.62,3.25,2.315,2.75,3.5,2.94,3.685,3.13,0.6200000000000001,1.37,1.5,3.125,1.25,1.435,4.125,0.5,3.0,3.375,3.685,3.94,2.88,3.13,1.185,3.56,0.8799999999999999,4.0,0,0,11,11
11-9121.02,Water Resource Specialists,0.12,2.0,3.38,1.38,4.12,1.75,0.0,0.0,0.0,0.0,3.62,1.5,3.5,3.5,0.0,0.0,0.0,1.88,4.12,4.0,0.12,3.38,2.75,0.62,3.88,0.0,3.75,4.0,4.12,3.5,3.25,0.0,3.88,0.0,0.0,0.0,3.0,0.0,0.12,3.88,3.62,2.88,0.0,0.0,0.0,2.75,0.75,2.75,3.12,0.25,4.12,4.12,3.5,4.0,3.935,3.25,4.0,0.5,0.5,0.5,3.125,3.88,3.185,2.37,2.37,3.0,3.5,3.5,3.0,2.06,2.75,2.94,3.31,1.69,2.94,4.0600000000000005,0.5,3.125,3.0,3.31,4.0,3.81,3.75,1.75,3.88,1.94,4.0,0,0,0,0
11-9131.00,Postmasters and Mail Superintendents,0.38,2.12,3.0,0.5,3.25,1.75,0.0,0.38,0.75,0.5,2.75,1.62,2.5,3.0,0.0,1.38,0.62,2.12,3.12,3.12,0.0,2.88,2.12,0.88,3.12,0.0,2.88,3.88,4.0,3.0,2.5,0.0,3.38,0.88,0.88,0.0,2.88,0.0,0.0,3.12,3.25,2.12,0.88,1.5,0.75,2.38,2.0,2.38,2.12,0.62,3.75,3.62,3.185,3.69,3.12,3.75,3.815,0.5,0.5,0.5,3.25,3.185,3.315,2.75,2.75,3.69,2.625,3.685,3.435,1.435,2.31,2.375,3.375,1.315,2.065,3.94,0.5,1.0,3.25,3.75,4.0,3.0,2.94,1.5,3.94,1.75,3.5,0,0,1,1
11-9141.00,"Property, Real Estate, and Community Association Managers",0.0,1.12,3.0,0.38,3.88,0.88,0.0,0.0,0.0,0.12,2.88,0.62,2.62,3.0,0.0,0.12,0.0,1.0,3.5,3.12,0.0,2.88,2.12,0.38,3.75,0.12,3.0,4.12,4.12,2.88,2.0,0.0,3.5,0.0,0.0,0.0,2.75,0.0,0.25,3.5,3.5,2.12,0.0,0.0,0.0,2.38,1.12,1.62,2.75,0.5,4.0,4.0,3.06,3.875,3.12,3.685,3.69,0.5,0.6200000000000001,0.5,2.935,3.25,2.935,3.0,2.88,3.12,3.0,3.12,3.625,1.0,2.0,1.315,3.375,1.0,2.0,3.94,0.5,0.94,3.0,3.315,4.0,2.12,2.12,0.75,3.25,1.12,3.81,0,0,2,2
11-9151.00,Social and Community Service Managers,1.25,2.0,3.38,1.25,4.12,1.25,0.0,0.25,0.0,0.38,2.88,1.88,3.0,3.75,0.0,0.12,0.25,2.0,3.88,3.5,0.62,3.38,2.75,0.75,3.62,0.0,3.38,4.62,4.62,3.75,2.75,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.25,4.0,2.88,0.0,0.38,0.12,3.12,0.88,2.12,2.62,0.62,4.0,4.12,3.88,4.065,4.0,3.94,4.0,0.5,0.5,0.5,3.69,4.0,3.685,2.87,2.38,4.13,2.87,3.94,3.5,1.81,3.0,2.185,3.5,1.315,1.81,3.935,0.5,2.125,4.0,4.3100000000000005,3.935,3.75,3.815,1.5,3.94,1.125,3.875,0,0,11,11
11-9161.00,Emergency Management Directors,1.62,1.88,4.0,0.75,4.25,1.88,0.0,0.38,0.25,0.75,3.0,0.75,3.12,4.25,1.0,0.25,0.25,1.5,4.25,4.0,1.0,3.0,2.88,1.38,3.62,1.12,2.88,4.62,4.5,4.12,3.0,0.88,4.75,0.62,1.0,1.25,3.0,0.62,1.88,4.25,4.12,3.0,0.0,0.62,0.62,3.0,1.75,1.75,3.5,1.12,4.12,4.25,4.0,4.0600000000000005,4.75,4.5,4.19,0.5,0.5,0.5,3.935,4.125,3.94,2.685,2.815,3.625,3.0,4.3100000000000005,3.44,1.565,3.185,2.06,3.81,1.0,2.25,4.0600000000000005,0.5,1.69,4.75,4.0600000000000005,4.1850000000000005,3.87,3.81,1.0,3.815,1.0,4.125,0,0,1,1
11-9171.00,Funeral Home Managers,2.0,1.88,3.0,2.12,3.12,2.12,0.0,0.75,0.5,1.0,3.0,1.88,2.62,3.0,0.75,0.88,0.62,1.88,3.0,3.12,2.0,3.0,2.75,2.0,3.75,0.88,2.75,4.0,4.0,2.88,2.12,1.12,3.62,0.38,0.75,1.0,2.25,0.62,1.25,3.5,3.38,2.0,0.0,0.75,1.38,2.62,1.62,2.5,2.38,0.38,4.0,3.75,2.94,3.88,3.125,3.44,3.56,0.5,0.6200000000000001,0.5,3.0,3.31,2.94,2.685,2.62,3.5,2.62,3.38,3.185,1.94,1.0,2.06,3.31,1.06,2.12,3.75,0.5,1.0,4.0,3.815,3.625,2.44,2.625,1.185,3.62,1.315,3.37,0,0,1,1
11-9179.01,Fitness and Wellness Coordinators,2.0,2.12,3.12,0.88,4.0,1.75,2.12,2.25,2.25,2.88,3.0,2.0,2.88,3.88,0.0,2.75,2.0,1.38,3.75,3.62,2.12,2.75,2.88,2.5,3.38,0.0,2.75,4.0,4.0,3.75,2.38,0.25,4.0,0.5,0.38,0.38,2.88,0.0,1.0,3.5,3.5,2.62,1.5,2.88,2.75,2.88,3.12,1.5,2.75,1.75,4.0,4.0,3.44,3.685,3.12,3.685,3.685,1.0,1.5,0.5,3.44,3.185,3.565,2.875,2.94,3.44,2.25,3.565,3.06,1.12,1.56,1.625,3.25,0.8799999999999999,2.185,3.75,0.6200000000000001,1.5,3.625,3.75,3.94,3.06,3.12,1.81,3.25,1.435,3.56,3,3,1,1
11-9179.02,Spa Managers,1.88,1.88,3.38,1.25,3.88,1.5,0.0,1.0,0.0,1.0,2.5,2.12,2.75,3.38,0.0,1.25,0.88,1.88,3.5,3.38,1.25,3.12,2.75,1.38,3.5,0.0,3.0,4.0,4.0,3.38,2.5,0.0,3.62,0.88,0.75,1.25,2.5,0.0,0.25,3.62,3.88,2.38,1.12,1.12,1.38,2.75,2.25,2.12,2.5,0.62,3.75,3.88,3.69,3.625,3.25,4.0,3.94,0.5,0.94,0.5,3.375,3.5,3.5,3.435,3.25,3.88,2.815,4.0600000000000005,3.315,1.81,1.25,2.31,3.75,1.125,2.31,3.565,0.5,0.6200000000000001,3.75,3.94,4.0,3.13,3.185,1.63,3.875,1.81,3.37,0,0,11,11
11-9199.01,Regulatory Affairs Managers,0.0,1.38,3.0,0.0,4.0,0.5,0.0,0.25,0.0,0.0,2.75,0.5,3.0,3.62,0.0,0.0,0.0,1.12,4.0,3.75,0.0,2.5,2.62,0.0,3.88,0.0,2.62,4.12,4.12,3.12,2.62,0.0,4.0,0.0,0.0,0.0,2.75,0.0,0.0,3.75,3.88,2.62,0.0,0.0,0.0,2.38,1.12,1.62,1.88,0.5,4.25,4.12,3.625,4.0,3.5,3.5,3.94,0.5,0.5,0.5,3.125,3.875,3.25,2.12,2.0,3.25,2.5,3.87,3.0,0.5,2.935,1.38,3.0,1.38,0.815,4.12,0.5,2.13,2.94,3.435,4.0600000000000005,3.815,3.75,1.185,3.685,0.5,4.1850000000000005,0,0,2,2
11-9199.02,Compliance Managers,0.75,1.88,3.62,0.88,4.38,1.25,0.0,0.0,0.0,0.0,2.88,1.25,2.88,3.25,0.38,0.12,0.0,1.5,4.12,3.75,0.75,2.25,2.75,0.25,3.75,0.38,2.12,4.38,4.25,3.0,2.75,0.25,4.38,0.25,0.38,0.38,3.0,0.25,0.38,3.62,3.62,2.75,0.5,0.12,0.0,2.25,1.12,1.62,1.88,0.5,4.38,4.25,3.815,4.0,3.375,3.75,4.125,0.5,0.6200000000000001,0.5,3.565,3.69,3.375,1.69,1.63,2.75,2.185,4.1850000000000005,3.12,1.06,1.565,1.75,3.685,1.315,2.0,4.0600000000000005,0.5,0.94,2.94,3.56,4.0,3.315,3.25,1.25,3.12,0.815,4.0,0,0,2,2
11-9199.08,Loss Prevention Managers,1.12,2.12,3.0,1.5,3.88,1.75,0.0,1.38,1.38,1.25,3.38,1.88,3.5,3.5,0.0,2.0,1.88,2.12,3.88,3.12,1.88,2.88,2.25,2.12,4.0,0.0,3.0,4.0,4.0,3.62,3.0,0.12,4.0,0.0,1.25,1.5,3.62,0.0,0.25,3.88,3.88,3.0,1.38,2.0,1.88,2.62,2.12,2.38,2.75,0.5,4.0,4.0,3.75,4.0,3.88,3.62,3.94,0.5,0.5,0.5,3.88,3.94,3.25,2.185,2.315,3.81,2.75,3.94,3.44,1.875,2.25,2.75,3.815,1.185,2.44,4.0,0.5,0.5,3.685,3.685,4.0,3.875,3.815,1.435,3.88,1.625,3.815,0,0,1,1
11-9199.09,Wind Energy Operations Managers,2.25,2.12,3.62,2.38,4.0,2.12,0.0,1.12,1.5,2.25,3.0,2.25,3.0,3.12,1.88,1.25,1.88,2.12,4.0,3.75,2.25,3.0,2.88,2.25,4.0,1.38,3.0,4.0,4.0,3.12,3.0,1.25,4.0,1.5,2.38,1.88,3.12,1.25,1.88,4.0,3.75,2.88,0.0,1.38,1.88,2.88,2.12,2.88,3.25,2.0,4.0,4.0,3.31,4.0,3.5,3.75,3.94,2.185,2.315,0.5,3.37,3.5,3.06,3.25,3.0,3.875,3.125,4.0,3.5,2.5,2.25,3.25,3.685,1.565,3.0,3.94,2.06,1.56,3.0,3.875,3.94,3.125,3.06,1.625,3.25,2.625,3.875,2,2,1,1
11-9199.10,Wind Energy Development Managers,0.5,2.0,3.25,0.75,4.38,1.62,0.0,0.25,0.25,0.38,3.0,0.88,3.0,3.38,0.0,0.25,0.25,1.88,4.0,3.38,0.5,3.5,2.62,0.5,4.0,0.0,3.12,4.25,4.25,3.25,2.5,0.25,4.0,0.25,0.25,0.38,2.62,0.25,0.5,3.62,3.75,2.62,0.0,0.25,0.38,2.5,1.75,2.12,3.12,1.88,4.25,3.75,3.69,3.75,3.315,3.75,4.125,0.75,0.815,0.5,3.065,3.56,2.815,3.31,3.25,3.38,3.25,3.69,3.565,1.63,1.81,2.0,3.5,1.5,2.44,4.065,0.75,1.435,3.0,3.56,3.815,3.06,3.19,1.375,3.5,1.69,3.88,0,0,11,11
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.0,1.75,4.0,0.5,4.62,2.0,0.0,0.0,0.0,0.0,3.38,1.75,3.25,4.0,0.0,0.0,0.0,1.75,4.12,4.0,0.12,3.88,2.5,0.38,3.75,0.0,3.62,4.38,4.38,3.62,3.0,0.12,4.88,0.0,0.0,0.12,2.62,0.0,0.75,3.75,3.5,2.75,0.0,0.0,0.0,2.25,1.0,2.38,3.38,0.75,4.75,4.25,3.565,3.94,4.12,4.0600000000000005,4.125,0.5,0.815,0.5,3.06,4.0,3.0,3.435,3.0,3.0,3.75,4.0600000000000005,3.625,1.875,3.0,2.62,3.31,1.185,2.815,4.25,0.5,3.125,2.94,3.185,4.0600000000000005,3.565,3.685,1.685,3.44,1.25,4.0,0,0,0,0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.25,1.5,3.0,0.25,3.88,0.25,0.0,0.0,0.0,0.0,2.75,1.0,2.12,3.38,0.0,0.0,0.0,1.12,3.75,3.0,0.25,2.5,2.0,0.25,3.75,0.0,2.25,4.12,4.25,3.38,1.38,0.0,3.75,0.0,0.0,0.0,2.75,0.0,0.0,3.62,3.75,2.0,0.0,0.0,0.0,2.38,1.12,1.5,1.88,0.38,4.0,4.0,3.5,4.0,3.38,3.75,3.75,0.5,0.5,0.5,2.88,3.435,2.685,1.75,1.125,3.0,2.06,2.94,4.0,0.75,1.5,0.75,4.0600000000000005,1.0,0.5,4.0,0.5,1.12,3.19,3.69,4.0,2.5,2.5,0.8799999999999999,3.565,0.5,3.75,0,0,2,2
13-1021.00,"Buyers and Purchasing Agents, Farm Products",1.5,2.0,3.25,1.38,3.38,1.62,0.0,0.5,0.0,0.5,3.0,2.0,2.75,3.0,0.0,0.5,0.5,2.0,3.38,3.12,1.38,3.38,2.5,1.38,3.62,0.0,3.25,4.0,4.0,3.0,2.25,0.0,3.12,0.0,0.0,0.12,2.88,0.0,0.12,3.25,3.38,2.25,0.0,1.12,1.38,2.5,1.62,2.62,2.12,0.0,3.88,3.25,3.12,3.565,3.125,3.12,3.815,0.5,0.5,0.5,2.69,3.38,2.75,2.815,3.0,3.0,3.0,3.12,3.5,1.815,1.815,2.185,3.565,1.125,2.315,3.44,0.685,1.5,2.81,3.12,3.88,2.94,2.62,1.375,3.06,1.435,3.12,0,0,2,2
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",1.88,1.5,3.75,0.0,4.0,0.62,0.0,0.75,0.25,0.75,3.0,2.0,2.88,3.12,0.0,0.38,0.12,1.38,3.38,3.25,1.5,3.62,2.25,1.12,3.12,0.0,3.38,4.0,4.0,3.12,2.75,0.0,3.5,0.0,0.0,0.0,2.62,0.0,0.0,3.38,3.62,2.62,0.38,0.75,1.25,2.0,1.88,3.0,2.38,0.62,4.0,3.62,3.63,3.815,3.185,3.25,3.875,0.5,0.5,0.5,3.06,3.565,3.065,3.315,3.0,2.935,3.25,3.56,4.0,0.8799999999999999,2.06,1.375,3.875,1.315,2.0,3.565,0.5,1.315,3.12,3.375,3.815,2.81,3.19,1.12,3.06,0.5,3.19,0,0,2,2
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.12,1.12,3.38,0.0,4.25,0.38,0.0,0.25,0.0,0.0,2.25,0.5,2.5,3.12,0.0,0.0,0.0,1.0,3.88,4.0,0.0,3.0,2.75,0.0,3.88,0.0,3.0,4.0,4.0,3.0,2.12,0.0,3.62,0.0,0.0,0.0,2.75,0.0,0.0,3.25,3.75,2.5,0.0,0.0,0.0,2.5,1.12,2.0,1.88,0.62,4.0,4.0,3.88,4.0,4.0,3.0,3.88,0.5,0.5,0.5,3.25,3.88,3.06,3.685,3.375,3.12,3.06,3.815,4.1850000000000005,0.5,2.44,1.5,3.875,1.06,2.315,4.12,0.5,0.6200000000000001,3.185,3.435,4.0,2.88,3.125,1.25,3.375,1.12,4.0,0,0,2,2
13-1031.00,"Claims Adjusters, Examiners, and Investigators",1.0,2.12,3.62,0.62,4.38,0.88,0.0,0.5,0.0,0.0,3.0,1.0,3.38,2.88,0.0,0.0,0.0,1.38,4.38,3.5,0.88,3.12,2.62,0.0,4.0,0.0,3.25,4.5,4.5,2.62,2.62,0.0,3.88,0.0,0.0,0.0,2.62,0.0,0.62,3.5,3.62,3.25,0.12,0.0,0.0,2.38,1.62,1.75,2.38,1.38,4.38,4.12,3.375,4.125,3.44,3.185,4.125,0.5,0.75,0.5,2.69,3.75,2.625,2.0,1.565,2.75,2.88,3.63,3.185,0.685,1.19,1.565,2.94,1.81,2.56,4.3100000000000005,0.5,0.94,3.06,3.38,3.94,2.81,3.0,1.25,3.0,1.25,3.75,0,0,2,2
13-1032.00,"Insurance Appraisers, Auto Damage",1.88,1.88,3.12,1.75,3.75,2.0,0.0,0.88,0.38,1.0,2.62,1.5,2.75,2.62,1.5,0.75,0.38,2.0,3.5,3.12,1.38,2.5,1.75,1.5,3.75,1.0,2.5,4.0,4.0,2.62,2.38,1.12,3.62,0.75,0.75,0.75,3.0,0.88,1.38,3.12,3.25,2.12,0.0,0.38,0.75,2.25,1.12,2.38,2.75,0.38,3.75,3.75,2.94,3.69,2.88,2.88,3.565,1.125,1.06,0.5,2.125,3.12,1.81,1.81,1.19,2.25,2.685,2.69,2.88,2.0,1.63,2.315,2.88,0.875,2.315,3.56,1.25,0.685,3.0,3.0,3.75,2.25,2.38,0.94,3.125,1.81,3.5,2,2,3,3
13-1041.00,Compliance Officers,1.0,1.75,3.38,1.0,3.5,1.75,0.0,1.0,0.75,1.12,2.62,1.12,3.12,2.75,1.5,1.0,1.12,2.0,3.5,3.38,0.88,1.75,2.25,1.12,3.5,0.88,2.12,4.12,4.12,2.62,2.62,1.25,3.25,1.12,1.12,1.12,3.0,0.88,1.38,3.38,3.62,2.5,0.0,0.88,0.75,2.75,1.75,2.38,2.25,1.5,4.0,3.75,3.06,3.815,3.065,3.12,3.56,0.5,0.5,0.5,2.88,3.435,2.815,1.63,1.565,2.565,2.0,3.5,3.12,1.69,0.815,1.935,3.185,1.185,1.685,3.875,0.5,0.5,3.12,3.44,3.75,2.75,2.62,0.94,3.185,1.25,3.685,2,2,3,3
13-1041.01,Environmental Compliance Inspectors,1.88,3.0,4.0,2.5,4.75,2.5,0.0,1.25,0.12,1.0,3.75,2.38,4.12,3.25,1.0,1.0,0.88,2.25,4.75,4.0,1.75,3.0,3.0,2.0,3.88,0.88,3.25,4.75,4.88,3.12,3.75,0.88,4.88,1.5,1.75,1.62,3.0,1.25,1.88,3.62,3.75,3.0,0.5,1.25,1.88,2.75,2.0,2.88,3.0,0.5,4.38,4.75,3.935,3.94,3.935,3.0,4.125,0.6200000000000001,0.5,0.5,3.06,3.63,3.125,1.185,1.12,2.62,3.06,4.065,2.94,2.62,2.5,3.38,2.815,1.37,3.315,4.375,0.5,3.125,2.88,3.315,4.065,3.315,3.565,1.315,3.0,2.0,4.0,2,2,1,1
13-1041.03,Equal Opportunity Representatives and Officers,0.0,2.5,3.5,0.0,4.38,0.38,0.0,0.25,0.0,0.0,2.88,1.75,3.25,3.75,0.0,0.0,0.0,1.62,4.0,3.75,0.0,3.0,2.88,0.0,4.25,0.0,3.12,4.88,4.75,3.5,2.75,0.0,4.12,0.0,0.0,0.0,2.75,0.25,0.0,3.75,4.0,3.12,0.0,0.0,0.0,2.88,1.0,1.62,2.25,0.75,4.38,4.5,3.875,4.4350000000000005,3.685,3.185,4.25,0.5,0.6200000000000001,0.5,3.13,3.685,3.19,0.8799999999999999,0.8799999999999999,2.125,2.625,3.63,3.31,0.6200000000000001,1.94,1.5,3.625,1.69,1.5,4.4350000000000005,0.5,1.185,3.25,4.0600000000000005,4.125,3.25,3.375,1.315,3.0,0.5,4.13,0,0,2,2
13-1041.04,Government Property Inspectors and Investigators,2.38,2.62,3.75,2.25,4.25,2.62,0.0,1.12,0.62,1.5,3.88,2.38,4.0,3.38,2.0,1.75,1.25,2.5,4.25,4.0,2.12,3.0,3.12,2.25,4.5,1.5,3.0,4.0,4.0,3.0,3.38,1.62,4.25,1.62,1.75,2.12,3.0,1.38,2.5,3.88,3.75,3.38,1.0,1.38,1.88,3.12,2.12,3.12,3.25,1.0,4.0,4.0,3.44,4.12,3.44,3.38,4.0600000000000005,0.5,0.5,0.5,3.185,4.0,3.06,1.75,2.0,2.815,3.0,3.75,3.125,2.44,1.5,3.0,3.25,1.5,3.185,4.125,0.5,1.565,3.12,3.315,4.0600000000000005,3.315,3.38,1.185,3.12,1.435,4.0,2,2,1,1
